library_id,total_spots,total_bases,taxonomy_id,ScientificName,kingdom,phylum,class,order,family,genus,species
"SRR3114710", 119417, 1069278696, 1377, " Aerococcus viridans", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Aerococcaceae", " Aerococcus", " Aerococcus viridans"
"SRR3123568", 6917947, 1369850184, 304207, " Schleiferilactobacillus harbinensis", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Schleiferilactobacillus", " Schleiferilactobacillus harbinensis"
"SRR12201699", 4828128, 1448438400, 2751279, " Exiguobacterium sp. s121", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium sp. s121"
"SRR9732346", 93715, 385114480, 59842, " Paenibacillus chondroitinus", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus chondroitinus"
"SRR3387962", 9469741, 1890807435, 1600, " Lactobacillus acetotolerans", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus acetotolerans"
"SRR9732348", 29963, 175796653, 2598188, " Paenibacillus sp. Col-0-11-4", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus sp. Col-0-11-4"
"SRR1745858", 76834, 34803697, 1218507, " Lactobacillus melliventris", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus melliventris"
"SRR11792472", 2324482, 581549610, 2736284, " Bacillus sp. Gen3", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus sp. Gen3"
"SRR3439942", 163482, 890247414, 1587, " Lactobacillus helveticus", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus helveticus"
"SRR642977", 2523890, 449252420, 1158606, " Enterococcus asini ATCC 700915", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Enterococcus", " Enterococcus asini"
"SRR12201670", 4096311, 1228893300, 2751219, " Exiguobacterium sp. s104", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium sp. s104"
"SRR8894404", 163482, 1562260149, 2070463, " Lysinibacillus sp. SGAir0095", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Lysinibacillus", " Lysinibacillus sp. SGAir0095"
"SRR5029756", 1835668, 554371736, 1281, " Staphylococcus carnosus", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus carnosus"
"SRR10489682", 5666299, 1412183474, 1491830, " Metabacillus mangrovi", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Metabacillus", " Metabacillus mangrovi"
"SRR8134479", 925476, 279493752, 1296, " Mammaliicoccus sciuri", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Mammaliicoccus", " Mammaliicoccus sciuri"
"SRR9062701", 1550989, 769341356, 633807, " Vagococcus penaei", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Vagococcus", " Vagococcus penaei"
"SRR1185223", 1564939, 367304998, 1121126, " Brochothrix thermosphacta DSM 20171 = FSL F6-1036", " Bacteria", " NA", " Bacilli", " Bacillales", " Listeriaceae", " Brochothrix", " Brochothrix thermosphacta"
"SRR14301251", 654917, 316420417, 2829966, " Staphylococcus sp. WAPHLSTAP00018", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. WAPHLSTAP00018"
"SRR5029766", 1499647, 452893394, 53344, " Staphylococcus delphini", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus delphini"
"SRR14571861", 2543265, 768066030, 1290, " Staphylococcus hominis", " Bacteria", " Firmicutes", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus hominis"
"SRR9586255", 2876955, 577198023, 269673, " Sporolactobacillus terrae", " Bacteria", " NA", " Bacilli", " Bacillales", " Sporolactobacillaceae", " Sporolactobacillus", " Sporolactobacillus terrae"
"SRR18739537", 494389, 132664502, 1349, " Streptococcus uberis", " Bacteria", " Firmicutes", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus uberis"
"SRR1185221", 1602637, 433248010, 1265822, " Listeria fleischmannii FSL S10-1203", " Bacteria", " NA", " Bacilli", " Bacillales", " Listeriaceae", " Listeria", " Listeria fleischmannii"
"SRR18508973", 933514, 468938346, 2929846, " Staphylococcus sp. MC20214937", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. MC20214937"
"SRR7687137", 163482, 1938586131, 137591, " Weissella cibaria", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Leuconostocaceae", " Weissella", " Weissella cibaria"
"SRR8490233", 282874, 110588384, 2508876, " Geobacillus sp. BMUD", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Geobacillus", " Geobacillus sp. BMUD"
"SRR12014719", 2756314, 1017883239, 484184, " Paenibacillus taichungensis", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus taichungensis"
"SRR10902523", 10571798, 3192682996, 1254, " Pediococcus acidilactici", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Pediococcus", " Pediococcus acidilactici"
"SRR14581598", 925838, 308480594, 1940789, " Lactococcus petauri", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Streptococcaceae", " Lactococcus", " Lactococcus petauri"
"SRR8638134", 1056564, 463585480, 2529786, " Staphylococcus sp. AL36849PPY10013", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. AL36849PPY10013"
"SRR2624424", 594793, 153279529, 557436, " Limosilactobacillus reuteri subsp. reuteri", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Limosilactobacillus", " Limosilactobacillus reuteri"
"SRR19850771", 1764296, 762217704, 47500, " Aneurinibacillus migulanus", " Bacteria", " Firmicutes", " Bacilli", " Bacillales", " Paenibacillaceae", " Aneurinibacillus", " Aneurinibacillus migulanus"
"ERR1021860", 1064203, 534229906, 1629, " Weissella viridescens", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Leuconostocaceae", " Weissella", " Weissella viridescens"
"SRR3114706", 142888, 1084794709, 128944, " Aerococcus urinaehominis", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Aerococcaceae", " Aerococcus", " Aerococcus urinaehominis"
"SRR536941", 20346241, 4109940682, 1139996, " Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Enterococcus", " Enterococcus saccharolyticus"
"DRR218415", 1614559, 479948015, 1329, " Streptococcus canis", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus canis"
"SRR2175383", 180086, 64304348, 1405, " Bacillus mycoides", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus mycoides"
"SRR3723609", 69397, 145010285, 1449340, " Carnobacterium jeotgali MS3", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Carnobacteriaceae", " Carnobacterium", " Carnobacterium jeotgali"
"SRR14820274", 11603137, 2202018059, 2780507, " Bacillus sp. GG161", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus sp. GG161"
"SRR19520193", 4413665, 1324099500, 1346, " Streptococcus iniae", " Bacteria", " Firmicutes", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus iniae"
"SRR8101014", 1368481, 588504153, 1601, " Lactobacillus agilis", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus agilis"
"SRR14684263", 4999975, 1499992500, 2802568, " Exiguobacterium sp. J17977", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium sp. J17977"
"SRR8868665", 1085044, 468362902, 1891097, " Macrococcus goetzii", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Macrococcus", " Macrococcus goetzii"
"SRR4217668", 4655733, 1406031366, 407036, " Sediminibacillus albus", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Sediminibacillus", " Sediminibacillus albus"
"SRR12104979", 2507784, 752335200, 2026188, " Bacillus tropicus", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Amphibacillus", " Amphibacillus tropicus"
"SRR17373535", 50084, 30150568, 1604, " Lactobacillus amylovorus", " Bacteria", " Firmicutes", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus amylovorus"
"SRR9670665", 6355970, 3190696940, 118246, " Ureibacillus terrenus", " Bacteria", " NA", " Bacilli", " Bacillales", " Planococcaceae", " Ureibacillus", " Ureibacillus terrenus"
"SRR20309160", 2115476, 1029023448, 1193713, " Neobacillus mesonae", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Neobacillus", " Neobacillus mesonae"
"SRR11871349", 2122248, 862473190, 1288, " Staphylococcus xylosus", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus xylosus"
"SRR17696091", 3673522, 1109403644, 59310, " Streptococcus macedonicus", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus macedonicus"
"SRR8782511", 1560936, 531615577, 1285, " Staphylococcus intermedius", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus intermedius"
"SRR4011042", 198360, 99180000, 1471, " Bacillus methanolicus", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus methanolicus"
"SRR4236240", 5003660, 1511105320, 1503961, " Evansella caseinilytica", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Evansella", " Evansella caseinilytica"
"SRR13024485", 9499694, 2809204599, 393065, " Bacillus sp. E25", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus sp. E25"
"SRR000318", 270382, 31025793, 545774, " Streptococcus gallolyticus subsp. gallolyticus TX20005", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus gallolyticus"
"SRR1151260", 4930077, 995875554, 1423757, " Lentilactobacillus hilgardii DSM 20176 = ATCC 8290", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lentilactobacillus", " Lentilactobacillus hilgardii"
"SRR10151507", 1047750, 316420500, 53345, " Enterococcus durans", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Enterococcus", " Enterococcus durans"
"SRR14571928", 1945187, 587446474, 46126, " Staphylococcus chromogenes", " Bacteria", " Firmicutes", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus chromogenes"
"SRR3723605", 81513, 225489513, 1449343, " Carnobacterium pleistocenium FTR1", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Carnobacteriaceae", " Carnobacterium", " Carnobacterium pleistocenium"
"SRR4148494", 6190759, 1869609218, 1505723, " Lactobacillus bombicola", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus bombicola"
"SRR011132", 401318, 108320706, 491076, " Lactobacillus crispatus JV-V01", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus crispatus"
"SRR12201636", 4875917, 1462775100, 2751250, " Exiguobacterium algae", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium algae"
"SRR12201648", 4924714, 1477414200, 2751239, " Exiguobacterium sp. s5", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium sp. s5"
"SRR14319668", 476672, 230866900, 2830735, " Staphylococcus sp. WAPHLSTAP00065", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. WAPHLSTAP00065"
"SRR4159441", 4116590, 1243210180, 459472, " Planococcus glaciei", " Bacteria", " NA", " Bacilli", " Bacillales", " Planococcaceae", " Planococcus", " Planococcus glaciei"
"SRR18437174", 1541232, 232813957, 150055, " Streptococcus lutetiensis", " Bacteria", " Firmicutes", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus lutetiensis"
"SRR12201689", 4476066, 1342819800, 2751203, " Exiguobacterium sp. s145", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium sp. s145"
"SRR11498036", 601029, 207493267, 2724942, " Staphylococcus canis", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus canis"
"SRR16344675", 1349488, 399641049, 1353, " Enterococcus gallinarum", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Enterococcus", " Enterococcus gallinarum"
"SRR1151204", 3748592, 757215584, 1423744, " Holzapfelia floricola DSM 23037 = JCM 16512", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Holzapfelia", " Holzapfelia floricola"
"SRR7649254", 1988687, 998320874, 2293322, " Bacillus sp. RC", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus sp. RC"
"SRR18508965", 1028986, 533986251, 51665, " Aerococcus urinaeequi", " Bacteria", " Firmicutes", " Bacilli", " Lactobacillales", " Aerococcaceae", " Aerococcus", " Aerococcus urinaeequi"
"SRR10074454", 5157049, 1557428798, 1079050, " Paenibacillus sp. R4", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus sp. R4"
"SRR20309198", 803015, 394502209, 372463, " Oceanobacillus profundus", " Bacteria", " Firmicutes", " Bacilli", " Bacillales", " Bacillaceae", " Oceanobacillus", " Oceanobacillus profundus"
"SRR20672722", 1737047, 505240378, 1640, " Listeria seeligeri", " Bacteria", " Firmicutes", " Bacilli", " Bacillales", " Listeriaceae", " Listeria", " Listeria seeligeri"
"SRR20309190", 2797792, 1371744366, 930124, " Metabacillus halosaccharovorans", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Metabacillus", " Metabacillus halosaccharovorans"
"SRR18707196", 2757665, 832814830, 1840411, " Bacillus capparidis", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus capparidis"
"SRR1796745", 82479657, 24743897100, 1292043, " Bacillus flexus 27Col1.1E", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Priestia", " Priestia flexa"
"SRR17682451", 1179590, 445984093, 2026, " Thermoactinomyces vulgaris", " Bacteria", " Firmicutes", " Bacilli", " Bacillales", " Thermoactinomycetaceae", " Thermoactinomyces", " Thermoactinomyces vulgaris"
"SRR4159319", 4661100, 1407652200, 237679, " Lentibacillus halodurans", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Lentibacillus", " Lentibacillus halodurans"
"SRR14935946", 1485631, 415751274, 2851745, " Enterococcus sp. 20-18-103-005154", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Enterococcus", " Enterococcus sp. 20-18-103-005154"
"SRR14936287", 2874817, 808756450, 2851749, " Enterococcus sp. 20-18-303-009524", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Enterococcus", " Enterococcus sp. 20-18-303-009524"
"SRR14301275", 563690, 272285067, 2829984, " Staphylococcus sp. WAPHLSTAP00041", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. WAPHLSTAP00041"
"SRR4450500", 1068570, 384281318, 2153226, " Lactobacillus sp. DS15_6", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus sp. DS15_6"
"SRR5494669", 97251, 1263310152, 69966, " Macrococcus caseolyticus", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Macrococcus", " Macrococcus caseolyticus"
"SRR13827375", 64562, 140739249, 580459, " Bacillus sp. 3a", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus sp. 3a"
"SRR1914362", 1264578, 523502367, 1587527, " Domibacillus tundrae", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Domibacillus", " Domibacillus tundrae"
"SRR9062703", 2168783, 1073983289, 218144, " Vagococcus carniphilus", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Vagococcus", " Vagococcus carniphilus"
"SRR3723544", 87546, 273610233, 1382357, " Geobacillus subterraneus PSS2", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Geobacillus", " Geobacillus subterraneus"
"SRR19612298", 1127899, 334751737, 81947, " Vagococcus lutrae", " Bacteria", " Firmicutes", " Bacilli", " Lactobacillales", " Enterococcaceae", " Vagococcus", " Vagococcus lutrae"
"DRR285172", 17384869, 5250230438, 1125966, " Polycladomyces abyssicola", " Bacteria", " NA", " Bacilli", " Bacillales", " Thermoactinomycetaceae", " Polycladomyces", " Polycladomyces abyssicola"
"SRR187751", 194733, 80060593, 997346, " Desmospora sp. 8437", " Bacteria", " NA", " Bacilli", " Bacillales", " Thermoactinomycetaceae", " Desmospora", " Desmospora sp. 8437"
"SRR8638142", 1161050, 516959648, 2529800, " Staphylococcus sp. MO65211PPY16012", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. MO65211PPY16012"
"SRR3947696", 9229424, 2768827200, 1123301, " Streptococcus didelphis DSM 15616", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus didelphis"
"SRR21922822", 2276867, 570037866, 46124, " Granulicatella adiacens", " Bacteria", " Firmicutes", " Bacilli", " Lactobacillales", " Carnobacteriaceae", " Granulicatella", " Granulicatella adiacens"
"SRR3938207", 8657155, 2597146500, 1089548, " Thermicanus aegyptius DSM 12793", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillales Family X. Incertae Sedis", " Thermicanus", " Thermicanus aegyptius"
"SRR17072976", 11327832, 4433371585, 152268, " Metabacillus litoralis", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Metabacillus", " Metabacillus litoralis"
"SRR21922656", 2014180, 505818688, 2115968, " Lysinibacillus capsici", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Lysinibacillus", " Lysinibacillus capsici"
"SRR4096546", 5051396, 1515418800, 1121025, " Atopostipes suicloacalis DSM 15692", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Carnobacteriaceae", " Atopostipes", " Atopostipes suicloacalis"
"SRR1151251", 3203290, 647064580, 1122151, " Companilactobacillus paralimentarius DSM 13238 = JCM 10415", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Companilactobacillus", " Companilactobacillus paralimentarius"
"SRR1745832", 904400, 271320000, 303541, " Lactobacillus apis", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus apis"
"SRR20309250", 1341366, 652562109, 412384, " Priestia aryabhattai", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Priestia", " Priestia aryabhattai"
"SRR14319648", 635724, 306312031, 2830767, " Staphylococcus sp. WAPHLSTAP00110", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. WAPHLSTAP00110"
"SRR1151140", 4491672, 907317744, 1122152, " Lactobacillus psittaci DSM 15354", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus psittaci"
"SRR1269687", 1458945, 878284890, 1354, " Enterococcus hirae", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Enterococcus", " Enterococcus hirae"
"SRR8638122", 1120744, 502226723, 2529809, " Staphylococcus sp. NE68583PPY10160", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. NE68583PPY10160"
"SRR18508964", 824006, 434324602, 2929848, " Staphylococcus sp. MC10100158", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. MC10100158"
"SRR1151227", 2707719, 546959238, 1423792, " Schleiferilactobacillus perolens DSM 12744", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Schleiferilactobacillus", " Schleiferilactobacillus perolens"
"SRR8074389", 1487742, 814740084, 1422, " Geobacillus stearothermophilus", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Geobacillus", " Geobacillus stearothermophilus"
"SRR3493377", 13578790, 2036818500, 1408424, " Alkalihalobacillus bogoriensis ATCC BAA-922", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Alkalihalobacillus", " Alkalihalobacillus bogoriensis"
"SRR1745849", 1095333, 328599900, 1218493, " Lactobacillus kullabergensis", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus kullabergensis"
"SRR9062699", 745785, 367708481, 1889241, " Vagococcus humatus", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Enterococcaceae", " Vagococcus", " Vagococcus humatus"
"SRR12201712", 5342884, 1602865200, 2751198, " Exiguobacterium sp. s39", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium sp. s39"
"SRR4159429", 5312410, 1604347820, 319653, " Pediococcus ethanolidurans", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Pediococcus", " Pediococcus ethanolidurans"
"SRR18706720", 1840257, 555757614, 1479233, " Weissella uvarum", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Weissella", " Weissella uvarum"
"SRR12132995", 2169165, 650749500, 2738979, " Brevibacillus sp. HD3.3A", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Brevibacillus", " Brevibacillus sp. HD3.3A"
"SRR1151134", 4256420, 859796840, 1423785, " Schleiferilactobacillus paracollinoides DSM 15502 = JCM 11969", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Secundilactobacillus", " Secundilactobacillus paracollinoides"
"SRR18706785", 1943055, 586802610, 1571184, " Desmospora profundinema", " Bacteria", " NA", " Bacilli", " Bacillales", " Thermoactinomycetaceae", " Desmospora", " Desmospora profundinema"
"SRR5378739", 163482, 2598151087, 1477, " Paenibacillus larvae subsp. pulvifaciens", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus larvae"
"SRR9701157", 5974920, 1094758893, 2491052, " Streptococcus sp. OH4692_COT-348", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus sp. OH4692_COT-348"
"SRR3712191", 73455, 182160416, 1131816, " Bacillus sp. 72", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus sp. 72"
"SRR1798124", 9546953, 2864085900, 935846, " Paenibacillus barengoltzii J12", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus barengoltzii"
"SRR9891856", 880111, 440055500, 218284, " Rossellomorea vietnamensis", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Rossellomorea", " Rossellomorea vietnamensis"
"SRR9164841", 522523, 4893223778, 938155, " Companilactobacillus futsaii", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Companilactobacillus", " Companilactobacillus futsaii"
"SRR18273355", 3655232, 1102513795, 2925113, " Oceanobacillus alkalisoli", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Oceanobacillus", " Oceanobacillus alkalisoli"
"SRR10389207", 897091, 450339682, 109790, " Lactobacillus jensenii", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus jensenii"
"SRR3231596", 4633701, 2316850500, 1348, " Streptococcus parauberis", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Streptococcaceae", " Streptococcus", " Streptococcus parauberis"
"SRR3723284", 87521, 316225636, 1449335, " Carnobacterium alterfunditum DSM 5972", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Carnobacteriaceae", " Carnobacterium", " Carnobacterium alterfunditum"
"SRR12201632", 2666667, 800000100, 2751254, " Exiguobacterium sp. ERU653", " Bacteria", " NA", " Bacilli", " Bacillales", " NA", " Exiguobacterium", " Exiguobacterium sp. ERU653"
"SRR3723314", 116269, 331153876, 1449339, " Carnobacterium inhibens subsp. inhibens DSM 13024", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Carnobacteriaceae", " Carnobacterium", " Carnobacterium inhibens"
"SRR1151263", 5783347, 1168236094, 1122150, " Liquorilactobacillus nagelii DSM 13675", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Liquorilactobacillus", " Liquorilactobacillus nagelii"
"SRR18516661", 1907071, 3989836147, 2924032, " Alkalihalobacillus sp. LMS39", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Alkalihalobacillus", " Alkalihalobacillus sp. LMS39"
"SRR4239958", 13967415, 502826940, 550542, " Geobacillus sp. Y412MC52", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Geobacillus", " Geobacillus sp. Y412MC52"
"SRR10541910", 1779275, 836093385, 307580, " Paenibacillus woosongensis", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus woosongensis"
"SRR8638129", 901590, 401573223, 2529793, " Staphylococcus sp. AL36849PPY10082", " Bacteria", " NA", " Bacilli", " Bacillales", " Staphylococcaceae", " Staphylococcus", " Staphylococcus sp. AL36849PPY10082"
"SRR3354421", 505323, 303193800, 420645, " Lactobacillus equicursoris", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus equicursoris"
"SRR20309180", 2000963, 979983478, 2707005, " Paenibacillus lutimineralis", " Bacteria", " NA", " Bacilli", " Bacillales", " Paenibacillaceae", " Paenibacillus", " Paenibacillus lutimineralis"
"SRR1745855", 1090362, 327108600, 1218492, " Bombilactobacillus mellifer", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Bombilactobacillus", " Bombilactobacillus mellifer"
"SRR17102517", 66199, 206222857, 155322, " Bacillus toyonensis", " Bacteria", " NA", " Bacilli", " Bacillales", " Bacillaceae", " Bacillus", " Bacillus toyonensis"
"SRR013671", 257729, 29642896, 525326, " Lactobacillus paragasseri JV-V03", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lactobacillus", " Lactobacillus paragasseri"
"SRR1151223", 2709849, 547389498, 1423780, " Lentilactobacillus otakiensis DSM 19908 = JCM 15040", " Bacteria", " NA", " Bacilli", " Lactobacillales", " Lactobacillaceae", " Lentilactobacillus", " Lentilactobacillus otakiensis"
