"library_id","description","total_spots","total_bases","label"
"SRR3455804","none",61888,18690176,"amplicon"
"SRR3455806","none",169501,51189302,"amplicon"
"SRR3455808","none",150053,45316006,"amplicon"
"SRR3455810","none",195621,59077542,"amplicon"
"SRR3455812","none",219744,66362688,"amplicon"
"SRR3455814","none",793,239486,"amplicon"
"SRR3455816","none",92651,27980602,"amplicon"
"SRR3455836","none",78963,23846826,"amplicon"
"SRR3455838","none",199642,60291884,"amplicon"
"SRR3455840","none",156797,47352694,"amplicon"
"SRR3455842","none",149839,45251378,"amplicon"
"SRR3455844","none",73650,22242300,"amplicon"
"SRR3455846","none",147234,44464668,"amplicon"
"SRR3455848","none",183040,55278080,"amplicon"
"SRR3455850","none",90818,27427036,"amplicon"
"SRR3455852","none",226307,68344714,"amplicon"
"SRR3455854","none",95991,28989282,"amplicon"
"SRR3455856","none",178481,53901262,"amplicon"
"SRR3455858","none",79964,24149128,"amplicon"
"SRR3455860","none",89827,27127754,"amplicon"
"SRR3455862","none",127576,38527952,"amplicon"
"SRR3455864","none",158231,47785762,"amplicon"
"SRR3455866","none",182350,55069700,"amplicon"
"SRR3455868","none",364971,110221242,"amplicon"
"SRR3455870","none",311315,94017130,"amplicon"
"SRR3455872","none",97976,29588752,"amplicon"
"SRR3455893","none",156093,47041305,"amplicon"
"SRR3455895","none",134185,40440388,"amplicon"
"SRR3455897","none",126559,38142881,"amplicon"
"SRR3455899","none",66978,20187364,"amplicon"
"SRR3455901","none",162472,48963403,"amplicon"
"SRR3455903","none",123138,37104282,"amplicon"
"SRR3455905","none",105788,31882318,"amplicon"
"SRR3455907","none",142861,43074059,"amplicon"
"SRR3455909","none",159862,48178482,"amplicon"
"SRR3455911","none",99943,30125225,"amplicon"
"SRR3455913","none",145884,43972566,"amplicon"
"SRR3455915","none",125626,37865222,"amplicon"
"SRR3455917","none",111549,33638303,"amplicon"
"SRR3455919","none",125393,37792572,"amplicon"
"SRR3455921","none",103778,31293797,"amplicon"
"SRR3455923","none",139731,42074134,"amplicon"
"SRR3455925","none",129114,38949201,"amplicon"
"SRR3455927","none",117380,35384582,"amplicon"
"SRR3455929","none",137183,41330718,"amplicon"
"SRR3455931","none",129280,38946969,"amplicon"
"SRR3455933","none",130143,39216566,"amplicon"
"SRR3455935","none",94472,28457743,"amplicon"
"SRR3455937","none",124583,37515721,"amplicon"
"SRR3455940","none",111207,33531331,"amplicon"
"SRR3455942","none",96374,29013775,"amplicon"
"SRR3455944","none",113480,34207690,"amplicon"
"SRR3455946","none",139966,42212404,"amplicon"
"SRR3455948","none",117425,35391773,"amplicon"
"SRR3455950","none",89606,27024138,"amplicon"
"SRR3455952","none",93179,28093506,"amplicon"
"SRR3455976","none",187738,56580266,"amplicon"
"SRR3455978","none",188593,56843061,"amplicon"
"SRR3455980","none",173756,52402650,"amplicon"
"SRR3455982","none",162319,48940390,"amplicon"
"SRR3455984","none",160783,48475723,"amplicon"
"SRR3455986","none",193767,58414366,"amplicon"
"SRR3455988","none",196047,59112876,"amplicon"
"SRR3455990","none",198932,59946053,"amplicon"
"SRR3455993","none",108764,32787792,"amplicon"
"SRR3455995","none",239238,72108738,"amplicon"
"SRR3455997","none",171557,51718045,"amplicon"
"SRR3455999","none",151617,45705576,"amplicon"
"SRR3456001","none",178570,53804106,"amplicon"
"SRR3456003","none",192127,57907665,"amplicon"
"SRR3456005","none",199888,60259351,"amplicon"
"SRR3456007","none",215013,64850334,"amplicon"
"SRR3456009","none",195681,59031670,"amplicon"
"SRR3456011","none",147326,44443904,"amplicon"
"SRR3456015","none",136451,41129526,"amplicon"
"SRR3456017","none",198538,59809612,"amplicon"
"SRR3456019","none",185416,55857215,"amplicon"
"SRR3456021","none",198144,59710169,"amplicon"
"SRR3456022","none",191876,57861281,"amplicon"
"SRR3456024","none",101784,30693823,"amplicon"
"SRR3456026","none",177832,53592290,"amplicon"
"SRR3456028","none",163890,49442074,"amplicon"
"SRR3456030","none",191755,57768319,"amplicon"
"SRR3456032","none",111202,33543883,"amplicon"
"SRR3456034","none",224414,67688235,"amplicon"
"SRR3456045","none",175738,105575688,"amplicon"
"SRR3456047","none",164640,98954077,"amplicon"
"SRR3456049","none",193659,116383448,"amplicon"
"SRR3456051","none",18260,10974184,"amplicon"
"SRR3456053","none",143356,86154203,"amplicon"
"SRR3456055","none",53565,32208560,"amplicon"
"SRR3456057","none",9425,5664087,"amplicon"
"SRR3456059","none",243408,146295910,"amplicon"
"SRR3456061","none",116049,69745935,"amplicon"
"SRR3456063","none",15345,9224595,"amplicon"
"SRR3456065","none",178235,107132952,"amplicon"
"SRR3456067","none",142264,85519997,"amplicon"
"SRR3456069","none",122342,73542201,"amplicon"
"SRR3456071","none",218065,131082024,"amplicon"
"SRR3456073","none",168579,101370284,"amplicon"
"SRR3456075","none",177604,106763738,"amplicon"
"SRR3456077","none",109394,65784330,"amplicon"
"SRR3456079","none",273092,164212223,"amplicon"
"SRR3456081","none",240631,144673750,"amplicon"
"SRR3456083","none",202148,121546966,"amplicon"
"SRR3456085","none",149122,89653303,"amplicon"
"SRR3456087","none",214620,129036254,"amplicon"
"SRR3456089","none",180651,108616314,"amplicon"
"SRR3456092","none",198011,119048216,"amplicon"
"SRR3456094","none",333732,200501440,"amplicon"
"SRR3456096","none",318159,191419858,"amplicon"
"SRR3456098","none",318317,191371159,"amplicon"
"SRR3456100","none",272340,163687992,"amplicon"
"SRR3456102","none",112959,67940534,"amplicon"
"SRR3456104","none",455210,273553398,"amplicon"
"SRR3456223","none",299126,179773383,"amplicon"
"SRR3456225","none",400445,240631409,"amplicon"
"SRR3456227","none",130696,78565265,"amplicon"
"SRR3456229","none",113970,68529453,"amplicon"
"SRR3456231","none",117161,70448932,"amplicon"
"SRR3456233","none",129863,78069670,"amplicon"
"SRR3456235","none",156174,93886016,"amplicon"
"SRR3456237","none",178420,107245550,"amplicon"
"SRR3456239","none",158702,95399827,"amplicon"
"SRR3456241","none",286848,172406340,"amplicon"
"SRR3456243","none",286359,172172491,"amplicon"
"SRR3456245","none",245584,147712309,"amplicon"
"SRR3456247","none",228484,137375051,"amplicon"
"SRR3456249","none",129397,77783186,"amplicon"
"SRR3456251","none",130843,78673853,"amplicon"
"SRR3456253","none",172058,103422733,"amplicon"
"SRR3456255","none",164863,99109173,"amplicon"
"SRR3456257","none",189747,114088727,"amplicon"
"SRR3456259","none",111671,67137330,"amplicon"
"SRR3456263","none",103364,62118538,"amplicon"
"SRR3456265","none",162648,97761959,"amplicon"
"SRR3456267","none",376557,226324645,"amplicon"
"SRR3456269","none",167779,100826669,"amplicon"
"SRR3456270","none",146991,88377158,"amplicon"
"SRR3456272","none",121461,73026726,"amplicon"
"SRR3456274","none",92576,55647551,"amplicon"
"SRR3456276","none",144765,87038529,"amplicon"
"SRR3456278","none",172363,103637843,"amplicon"
"SRR3456280","none",89743,53957902,"amplicon"
"SRR3456287","none",146932,88343649,"amplicon"
"SRR3456964","none",138669,83478738,"amplicon"
"SRR3456966","none",162883,98055566,"amplicon"
"SRR3456968","none",157650,94905300,"amplicon"
"SRR3456970","none",142663,85883126,"amplicon"
"SRR3456974","none",128486,77348572,"amplicon"
"SRR3457170","none",39208,11840816,"amplicon"
"SRR3457172","none",87143,26317186,"amplicon"
"SRR3457174","none",116286,35118372,"amplicon"
"SRR3457176","none",209052,63133704,"amplicon"
"SRR3457180","none",83597,25246294,"amplicon"
"SRR3473427","none",81128,39406075,"amplicon"
"SRR3473428","none",27211,13382728,"amplicon"
"SRR3624940","none",142230,61119063,"amplicon"
"SRR5050826","none",391945,196756390,"amplicon"
"SRR5050828","none",339587,170472674,"amplicon"
"SRR5050833","none",222615,111752730,"amplicon"
"SRR5050838","none",80236,40278472,"amplicon"
"SRR5050839","none",144448,72512896,"amplicon"
"SRR5050843","none",413710,207682420,"amplicon"
"SRR747745","none",564947,112989400,"amplicon"
"SRR5253529","none",429,232677,"amplicon"
"SRR847513","none",216072,128150065,"amplicon"
"SRR847523","none",120521420,10846927800,"amplicon"
"SRR5685134","none",118455,57035158,"amplicon"
"SRR5837696","none",7048,2559530,"amplicon"
"SRR5837695","none",5206,1894814,"amplicon"
"SRR5837693","none",10434,3793806,"amplicon"
"SRR5926157","none",10738,3914293,"amplicon"
"SRR5926156","none",4949,1800410,"amplicon"
"SRR5926154","none",3444,1248394,"amplicon"
"SRR5926153","none",15652,5700695,"amplicon"
"SRR5926138","none",17071,6210202,"amplicon"
"SRR5926137","none",18043,6572839,"amplicon"
"SRR5926134","none",32570,11861999,"amplicon"
"SRR5926133","none",26794,9773738,"amplicon"
"SRR5926132","none",26311,9604484,"amplicon"
"SRR5926131","none",37351,13627319,"amplicon"
"SRR5926130","none",35306,12836901,"amplicon"
"SRR5926129","none",23220,8442120,"amplicon"
"SRR5926128","none",28277,10255920,"amplicon"
"SRR5926127","none",19216,6966140,"amplicon"
"SRR5926126","none",22739,8201820,"amplicon"
"SRR5926125","none",31357,11348241,"amplicon"
"SRR5926122","none",22863,8329550,"amplicon"
"SRR5926120","none",17045,6219763,"amplicon"
"SRR5926103","none",2869,1041932,"amplicon"
"SRR5926102","none",11550,4193129,"amplicon"
"SRR5926097","none",36101,13119667,"amplicon"
"SRR5926096","none",35768,13004776,"amplicon"
"SRR5926095","none",17618,6422930,"amplicon"
"SRR5926094","none",23692,8644807,"amplicon"
"SRR5926093","none",174869,63485917,"amplicon"
"SRR5926092","none",22186,8056629,"amplicon"
"SRR5926091","none",42394,15389468,"amplicon"
"SRR5926090","none",44266,16065712,"amplicon"
"SRR5926083","none",3139,1137955,"amplicon"
"SRR5926076","none",31330,11435457,"amplicon"
"SRR5926074","none",44434,16111643,"amplicon"
"SRR5926064","none",3506,1273304,"amplicon"
"SRR5926044","none",16611,6063077,"amplicon"
"SRR5926043","none",23882,8712226,"amplicon"
"SRR5926042","none",18456,6733592,"amplicon"
"SRR5926041","none",4976,1816203,"amplicon"
"SRR5926040","none",41082,14924711,"amplicon"
"SRR5926039","none",28837,10428522,"amplicon"
"SRR5926038","none",9710,3501085,"amplicon"
"SRR5926033","none",49006,17657473,"amplicon"
"SRR5926030","none",25640,9278054,"amplicon"
"SRR5926013","none",17491,6379797,"amplicon"
"SRR5926009","none",30211,11006929,"amplicon"
"SRR5926008","none",15450,5637563,"amplicon"
"SRR5926007","none",17597,6423260,"amplicon"
"SRR5926006","none",12508,4564785,"amplicon"
"SRR5926005","none",29997,10937336,"amplicon"
"SRR5926004","none",32369,11737920,"amplicon"
"SRR5926003","none",38749,14104528,"amplicon"
"SRR5926002","none",65353,23749702,"amplicon"
"SRR5926001","none",32097,11679638,"amplicon"
"SRR5926000","none",19572,7143203,"amplicon"
"SRR5925999","none",10761,3924574,"amplicon"
"SRR5925998","none",19403,7081975,"amplicon"
"SRR5925997","none",19351,7062812,"amplicon"
"SRR5925984","none",17331,6282495,"amplicon"
"SRR5925983","none",9936,3611755,"amplicon"
"SRR5925981","none",3928,1425109,"amplicon"
"SRR5925980","none",4848,1752732,"amplicon"
"SRR5925979","none",2105,764067,"amplicon"
"SRR5925978","none",3213,1166111,"amplicon"
"SRR5925977","none",13538,4928724,"amplicon"
"SRR5925976","none",8429,3071157,"amplicon"
"SRR5925975","none",11553,4198812,"amplicon"
"SRR5925974","none",31876,11594485,"amplicon"
"SRR5925960","none",6650,2415207,"amplicon"
"SRR5925959","none",17850,6482776,"amplicon"
"SRR5925958","none",41507,15059043,"amplicon"
"SRR5925957","none",15263,5549784,"amplicon"
"SRR5925956","none",1312,475846,"amplicon"
"SRR5925955","none",925,334155,"amplicon"
"SRR5925954","none",9852,3559893,"amplicon"
"SRR5925952","none",28616,10337217,"amplicon"
"SRR5925951","none",50951,18536493,"amplicon"
"SRR5925939","none",7219,2602038,"amplicon"
"SRR5925936","none",14611,5314241,"amplicon"
"SRR5925935","none",8977,3249501,"amplicon"
"SRR5925934","none",6378,2321938,"amplicon"
"SRR5925933","none",2898,1048941,"amplicon"
"SRR5925932","none",6122,2222408,"amplicon"
"SRR5925931","none",6855,2468527,"amplicon"
"SRR5925918","none",3665,1329997,"amplicon"
"SRR5925917","none",48990,17776056,"amplicon"
"SRR5925915","none",6240,2271007,"amplicon"
"SRR5925904","none",18706,6824375,"amplicon"
"SRR5925902","none",11848,4298888,"amplicon"
"SRR5925898","none",6447,2338541,"amplicon"
"SRR5925896","none",5259,1910879,"amplicon"
"SRR5925887","none",4842,1756998,"amplicon"
"SRR5925883","none",25550,9285279,"amplicon"
"SRR5925879","none",52466,18986896,"amplicon"
"SRR5925871","none",14738,5379180,"amplicon"
"SRR5925869","none",22867,8332923,"amplicon"
"SRR5925868","none",20420,7452064,"amplicon"
"SRR5925859","none",4917,1787319,"amplicon"
"SRR5925858","none",6410,2331153,"amplicon"
"SRR5925856","none",10109,3672250,"amplicon"
"SRR5925851","none",12215,4410871,"amplicon"
"SRR5925850","none",7074,2573083,"amplicon"
"SRR5925849","none",12355,4480116,"amplicon"
"SRR5977978","none",19914,7259744,"amplicon"
"SRR5977977","none",22307,8118088,"amplicon"
"SRR5977942","none",39928,14453649,"amplicon"
"SRR5977941","none",126681,46138790,"amplicon"
"SRR5977939","none",148793,54309656,"amplicon"
"SRR5977938","none",42868,15510529,"amplicon"
"SRR5977937","none",63703,23243574,"amplicon"
"SRR5977936","none",7118,2597752,"amplicon"
"SRR5977935","none",44686,16290619,"amplicon"
"SRR5977933","none",48392,17660959,"amplicon"
"SRR5977898","none",27845,10159973,"amplicon"
"SRR5977897","none",23364,8514406,"amplicon"
"SRR5977896","none",27412,10004077,"amplicon"
"SRR5977895","none",30904,11235909,"amplicon"
"SRR5977894","none",24938,9105405,"amplicon"
"SRR5977892","none",24562,8960814,"amplicon"
"SRR5977891","none",54271,19810100,"amplicon"
"SRR5977890","none",190450,69460275,"amplicon"
"SRR5977889","none",68081,24692951,"amplicon"
"SRR5977887","none",31758,11517483,"amplicon"
"SRR5977886","none",190862,69520912,"amplicon"
"SRR5977747","none",31315,11424186,"amplicon"
"SRR5977741","none",13018,4749484,"amplicon"
"SRR5977727","none",116719,42549834,"amplicon"
"SRR5977721","none",27400,9919099,"amplicon"
"SRR5977668","none",28878,10537523,"amplicon"
"SRR5977667","none",13366,4877638,"amplicon"
"SRR5977666","none",11226,4085584,"amplicon"
"SRR5977665","none",19154,6992775,"amplicon"
"SRR5977664","none",32520,11865813,"amplicon"
"SRR5977663","none",28979,10559346,"amplicon"
"SRR5977662","none",30735,11215758,"amplicon"
"SRR5977661","none",14986,5469806,"amplicon"
"SRR5977658","none",14206,5182318,"amplicon"
"SRR5977657","none",30960,11271013,"amplicon"
"SRR5978277","none",31256,11344476,"amplicon"
"SRR5978141","none",39800,14424811,"amplicon"
"SRR5978116","none",27230,9892644,"amplicon"
"SRR5978113","none",68370,24798692,"amplicon"
"SRR5978098","none",42011,15249039,"amplicon"
"SRR5978018","none",27146,9883464,"amplicon"
"SRR5978009","none",13414,4875939,"amplicon"
"SRR5977999","none",15843,5746127,"amplicon"
"SRR5979664","none",25594,9303648,"amplicon"
"SRR5979663","none",49962,18030226,"amplicon"
"SRR5979662","none",747700,271620527,"amplicon"
"SRR5979661","none",120656,43803778,"amplicon"
"SRR5979660","none",86743,31514462,"amplicon"
"SRR5979659","none",827241,299420685,"amplicon"
"SRR5979658","none",47627,17291838,"amplicon"
"SRR5979657","none",61415,22314248,"amplicon"
"SRR5979656","none",59005,21450245,"amplicon"
"SRR5979655","none",28335,10291044,"amplicon"
"SRR5979640","none",15474,5614311,"amplicon"
"SRR5979586","none",21261,7725268,"amplicon"
"SRR5979576","none",298273,108341872,"amplicon"
"SRR5979567","none",72196,26227581,"amplicon"
"SRR5979565","none",36354,13218084,"amplicon"
"SRR5979564","none",26519,9607235,"amplicon"
"SRR5979543","none",128043,46592231,"amplicon"
"SRR5979542","none",35895,13030717,"amplicon"
"SRR5979541","none",134507,48910958,"amplicon"
"SRR5979540","none",126277,45963807,"amplicon"
"SRR5979515","none",80003,29028559,"amplicon"
"SRR5979483","none",19112,6935340,"amplicon"
"SRR5979475","none",8359,3022194,"amplicon"
"SRR5979438","none",26585,9659911,"amplicon"
"SRR5979424","none",52537,19091590,"amplicon"
"SRR5979412","none",117243,42615224,"amplicon"
"SRR5979400","none",22270,8088597,"amplicon"
"SRR5979371","none",21165,7686948,"amplicon"
"SRR5979744","none",628932,228404074,"amplicon"
"SRR5979741","none",16656,6031405,"amplicon"
"SRR5979721","none",34358,12440641,"amplicon"
"SRR5990698","none",447646,268650165,"amplicon"
"SRR5990693","none",452802,271895998,"amplicon"
"SRR6224475","none",1011657,240774366,"amplicon"
"SRR6224474","none",598737,142499406,"amplicon"
"SRR6224473","none",2042412,486094056,"amplicon"
"SRR6224472","none",2246463,534658194,"amplicon"
"SRR6224471","none",1877992,446962096,"amplicon"
"SRR6224470","none",1440537,342847806,"amplicon"
"SRR6224469","none",2229645,530655510,"amplicon"
"SRR6224468","none",2180493,518957334,"amplicon"
"SRR6224467","none",2077682,494488316,"amplicon"
"SRR6224466","none",2312350,550339300,"amplicon"
"SRR6224465","none",1653004,393414952,"amplicon"
"SRR6224464","none",1754266,417515308,"amplicon"
"SRR6224463","none",2292678,545657364,"amplicon"
"SRR6224462","none",1252501,298095238,"amplicon"
"SRR6224461","none",2192123,521725274,"amplicon"
"SRR6224460","none",1266264,301370832,"amplicon"
"SRR6224459","none",1129021,268706998,"amplicon"
"SRR6224458","none",1097077,261104326,"amplicon"
"SRR6224457","none",1338315,318518970,"amplicon"
"SRR6224456","none",1474593,350953134,"amplicon"
"SRR6224455","none",1619893,385534534,"amplicon"
"SRR6224454","none",1622537,386163806,"amplicon"
"SRR6224453","none",1322667,314794746,"amplicon"
"SRR6224452","none",1817223,432499074,"amplicon"
"SRR6224451","none",1799945,428386910,"amplicon"
"SRR6224450","none",1842734,438570692,"amplicon"
"SRR6224449","none",1584998,377229524,"amplicon"
"SRR6224448","none",1139213,271132694,"amplicon"
"SRR6224447","none",647352,154069776,"amplicon"
"SRR6224446","none",1762582,419494516,"amplicon"
"SRR6224445","none",1285567,305964946,"amplicon"
"SRR6224444","none",1833534,436381092,"amplicon"
"SRR6224443","none",1512907,360071866,"amplicon"
"SRR6224442","none",1735865,413135870,"amplicon"
"SRR6224441","none",1622096,386058848,"amplicon"
"SRR6224440","none",1688945,401968910,"amplicon"
"SRR6224439","none",842317,200471446,"amplicon"
"SRR6224438","none",1438550,342374900,"amplicon"
"SRR6224437","none",1482963,352945194,"amplicon"
"SRR6224436","none",1426402,339483676,"amplicon"
"SRR6224435","none",1426291,339457258,"amplicon"
"SRR6224434","none",714635,170083130,"amplicon"
"SRR6224433","none",1412663,336213794,"amplicon"
"SRR6224432","none",960430,228582340,"amplicon"
"SRR6224431","none",1429571,340237898,"amplicon"
"SRR6224430","none",966387,230000106,"amplicon"
"SRR6224429","none",1369847,326023586,"amplicon"
"SRR6224428","none",1942149,462231462,"amplicon"
"SRR6224427","none",1036082,246587516,"amplicon"
"SRR6224426","none",1387792,330294496,"amplicon"
"SRR6224425","none",1252416,298075008,"amplicon"
"SRR6224424","none",1535265,365393070,"amplicon"
"SRR6224423","none",1983504,472073952,"amplicon"
"SRR6224422","none",1253852,298416776,"amplicon"
"SRR6224421","none",1558273,370868974,"amplicon"
"SRR6224420","none",1270786,302447068,"amplicon"
"SRR6224419","none",2029960,483130480,"amplicon"
"SRR6224418","none",1312068,312272184,"amplicon"
"SRR6224417","none",1260208,299929504,"amplicon"
"SRR6224416","none",1473070,350590660,"amplicon"
"SRR6224415","none",1786231,425122978,"amplicon"
"SRR6224414","none",1932875,460024250,"amplicon"
"SRR6224413","none",1623668,386432984,"amplicon"
"SRR6224412","none",2772760,659916880,"amplicon"
"SRR6224411","none",1776135,422720130,"amplicon"
"SRR6224410","none",1393610,331679180,"amplicon"
"SRR6224409","none",4456516,1060650808,"amplicon"
"SRR6224408","none",51751,12316738,"amplicon"
"SRR6224407","none",1135553,270261614,"amplicon"
"SRR6224406","none",2704191,643597458,"amplicon"
"SRR6224405","none",3824894,910324772,"amplicon"
"SRR6224404","none",3866237,920164406,"amplicon"
"SRR6224403","none",7958,1894004,"amplicon"
"SRR6224402","none",3510389,835472582,"amplicon"
"SRR6224401","none",8503,2023714,"amplicon"
"SRR6224400","none",3906708,929796504,"amplicon"
"SRR6224399","none",3848225,915877550,"amplicon"
"SRR6224398","none",4936977,1175000526,"amplicon"
"SRR6224397","none",240118,57148084,"amplicon"
"SRR6224396","none",2449704,583029552,"amplicon"
"SRR6224395","none",31646,7531748,"amplicon"
"SRR6224394","none",4864066,1157647708,"amplicon"
"SRR6224393","none",1694762,403353356,"amplicon"
"SRR6224392","none",1956515,465650570,"amplicon"
"SRR6224391","none",4734766,1126874308,"amplicon"
"SRR6224390","none",3670105,873484990,"amplicon"
"SRR6224389","none",50629,12049702,"amplicon"
"SRR6224388","none",4036428,960669864,"amplicon"
"SRR6224387","none",2549868,606868584,"amplicon"
"SRR6224386","none",2899307,690035066,"amplicon"
"SRR6224385","none",41305,9830590,"amplicon"
"SRR6224384","none",914226,217585788,"amplicon"
"SRR957747","none",8928,1534244,"amplicon"
"SRR957748","none",7469,1688949,"amplicon"
"SRR957749","none",8077,1861067,"amplicon"
"SRR957750","none",4491,827732,"amplicon"
"SRR957751","none",6644,1143966,"amplicon"
"SRR957752","none",5280,1180085,"amplicon"
"SRR957753","none",4212,777200,"amplicon"
"SRR957754","none",4036,693132,"amplicon"
"SRR957755","none",5224,1184349,"amplicon"
"SRR957756","none",4955,920368,"amplicon"
"SRR957757","none",3867,666785,"amplicon"
"SRR957758","none",4354,750952,"amplicon"
"SRR957759","none",5088,1153788,"amplicon"
"SRR957760","none",4695,869938,"amplicon"
"SRR957761","none",5726,983584,"amplicon"
"SRR957762","none",5524,1293532,"amplicon"
"SRR957763","none",3987,740242,"amplicon"
"SRR957764","none",2945,508052,"amplicon"
"SRR957765","none",5122,1210596,"amplicon"
"SRR957766","none",4007,745317,"amplicon"
"SRR957767","none",1697,292498,"amplicon"
"SRR986772","none",6155,1379528,"amplicon"
"SRR986773","none",5362,988649,"amplicon"
"SRR986774","none",5957,1100445,"amplicon"
"SRR986775","none",6179,1063819,"amplicon"
"SRR986776","none",6653,1526311,"amplicon"
"SRR986777","none",5866,1337722,"amplicon"
"SRR986778","none",5788,1071224,"amplicon"
"SRR986779","none",5272,973298,"amplicon"
"SRR986780","none",4718,813998,"amplicon"
"SRR986781","none",7033,1609296,"amplicon"
"SRR986782","none",5516,1021226,"amplicon"
"SRR7249498","none",43448,21724000,"amplicon"
"SRR7249497","none",3019,1509500,"amplicon"
"SRR7249496","none",7186,3593000,"amplicon"
"SRR7249495","none",1975,987500,"amplicon"
"SRR7249494","none",28266,14133000,"amplicon"
"SRR7249493","none",2372,1186000,"amplicon"
"SRR7249492","none",14495,7247500,"amplicon"
"SRR7249483","none",45271,22635500,"amplicon"
"SRR7249482","none",5266,2633000,"amplicon"
"SRR7249481","none",46117,23058500,"amplicon"
"SRR7249480","none",29052,14526000,"amplicon"
"SRR7249477","none",13800,6900000,"amplicon"
"SRR7249476","none",80286,40143000,"amplicon"
"SRR7249472","none",18188,9094000,"amplicon"
"SRR7249465","none",2285,1142500,"amplicon"
"SRR7249464","none",14173,7086500,"amplicon"
"SRR7249463","none",1781,890500,"amplicon"
"SRR7249462","none",312328,156164000,"amplicon"
"SRR7249461","none",29783,14891500,"amplicon"
"SRR7249460","none",3844,1922000,"amplicon"
"SRR7249459","none",2085,1042500,"amplicon"
"SRR7249458","none",6202,3101000,"amplicon"
"SRR7249457","none",1688,844000,"amplicon"
"SRR7249456","none",33591,16795500,"amplicon"
"SRR7249455","none",42353,21176500,"amplicon"
"SRR7249454","none",30070,15035000,"amplicon"
"SRR7249453","none",16748,8374000,"amplicon"
"SRR7249444","none",41491,20745500,"amplicon"
"SRR1609259","none",292445,63168120,"amplicon"
"SRR1609260","none",201128,43443648,"amplicon"
"SRR1609267","none",636221,137423736,"amplicon"
"SRR1609268","none",444087,95922792,"amplicon"
"SRR3034384","none",27077,13592654,"amplicon"
"SRR3034385","none",19210,9643420,"amplicon"
"SRR3034386","none",20475,10278450,"amplicon"
"SRR3034387","none",27910,14010820,"amplicon"
"SRR3034388","none",20149,10114798,"amplicon"
"SRR3034389","none",24985,12542470,"amplicon"
"SRR3034390","none",26732,13419464,"amplicon"
"SRR3034391","none",31898,16012796,"amplicon"
"SRR3034392","none",18348,9210696,"amplicon"
"SRR3034393","none",30175,15147850,"amplicon"
"SRR3034394","none",27832,13971664,"amplicon"
"SRR3034395","none",27595,13852690,"amplicon"
"SRR3034396","none",50318,25259636,"amplicon"
"SRR3034397","none",97037,48712574,"amplicon"
"SRR3034398","none",79554,39936108,"amplicon"
"SRR3034399","none",36170,18157340,"amplicon"
"SRR3034400","none",23043,11567586,"amplicon"
"SRR3034401","none",126536,63521072,"amplicon"
"SRR3034960","none",110236,55338472,"amplicon"
"SRR3034961","none",101636,51021272,"amplicon"
"SRR3034963","none",104737,52577974,"amplicon"
"SRR3034964","none",125211,62855922,"amplicon"
"SRR3034965","none",99420,49908840,"amplicon"
"SRR3034966","none",100817,50610134,"amplicon"
"SRR3034969","none",107599,54014698,"amplicon"
"SRR3034968","none",84876,42607752,"amplicon"
"SRR3034967","none",99815,50107130,"amplicon"
"SRR3034970","none",96618,48502236,"amplicon"
"SRR3034972","none",103002,51707004,"amplicon"
"SRR3034971","none",39550,19854100,"amplicon"
"SRR3034973","none",95676,48029352,"amplicon"
"SRR3034974","none",92595,46482690,"amplicon"
"SRR3034976","none",104228,52322456,"amplicon"
"SRR3034975","none",75600,37951200,"amplicon"
"SRR3034977","none",105084,52752168,"amplicon"
"SRR3034978","none",124602,62550204,"amplicon"
"SRR3034979","none",103759,52087018,"amplicon"
"SRR3034980","none",112256,56352512,"amplicon"
"SRR3035064","none",83012,41672024,"amplicon"
"SRR3035041","none",127636,64073272,"amplicon"
"SRR3035105","none",112722,56586444,"amplicon"
"SRR3035106","none",97312,48850624,"amplicon"
"SRR3035108","none",104622,52520244,"amplicon"
"SRR3035107","none",107133,53780766,"amplicon"
"SRR3035109","none",62882,31566764,"amplicon"
"SRR3035111","none",92013,46190526,"amplicon"
"SRR3035110","none",37898,19024796,"amplicon"
"SRR3035113","none",85455,42898410,"amplicon"
"SRR3035112","none",73502,36898004,"amplicon"
"SRR3035114","none",85904,43123808,"amplicon"
"SRR3035115","none",53938,27076876,"amplicon"
"SRR3035117","none",70487,35384474,"amplicon"
"SRR3642513","none",42143,21016988,"amplicon"
"SRR3642932","none",69097,29539823,"amplicon"
"SRR3642983","none",72607,33354268,"amplicon"
"SRR3642986","none",27568,15055251,"amplicon"
"SRR3642992","none",69988,31113867,"amplicon"
"SRR3643023","none",50395,21700203,"amplicon"
"SRR3643300","none",42405,22662016,"amplicon"
"SRR3643325","none",44883,22604581,"amplicon"
"SRR3663776","none",37517,17185326,"amplicon"
"SRR3663775","none",63024,28064204,"amplicon"
"SRR3730345","none",63675,33727094,"amplicon"
"SRR3730346","none",36705,19426040,"amplicon"
"SRR3730347","none",25674,10861988,"amplicon"
"SRR3730348","none",50989,23235068,"amplicon"
"SRR3730349","none",35277,16815314,"amplicon"
"SRR3730350","none",72571,31229876,"amplicon"
"SRR3730351","none",37249,13421868,"amplicon"
"SRR3730352","none",25236,12607126,"amplicon"
"SRR3730353","none",97483,51100813,"amplicon"
"SRR3730354","none",53536,23593005,"amplicon"
"SRR3730355","none",34324,18513337,"amplicon"
"SRR3730356","none",48150,25259376,"amplicon"
"SRR3730357","none",46741,24791499,"amplicon"
"SRR3730358","none",25075,12079393,"amplicon"
"SRR3730359","none",56973,24193616,"amplicon"
